,zipcode,name,population,median_income,White,African American,gini_index,labor_participation,unemployment,poverty_rate
557,33060,"Miami, OK Micro Area",31725,38472,21655,334,0.4388,56.1,4.5,16.9
558,33100,"Miami-Fort Lauderdale-West Palm Beach, FL Metro Area",6019790,51758,4266292,1286415,0.5127,62.8,6.4,12.5
559,33140,"Michigan City-La Porte, IN Metro Area",110839,49921,92156,12230,0.4376,57.3,5.3,12.3
560,33180,"Middlesborough, KY Micro Area",27469,23558,26016,912,0.5006,37.3,10.1,31.9
561,33220,"Midland, MI Metro Area",83489,57117,78044,1220,0.4722,60.5,5.7,7.4
562,33260,"Midland, TX Metro Area",165430,75570,136916,9984,0.4749,69.9,1.6,6.7
563,33300,"Milledgeville, GA Micro Area",54194,35197,26774,25209,0.4993,47.9,3.9,17.7
564,33340,"Milwaukee-Waukesha-West Allis, WI Metro Area",1575101,57531,1157452,261429,0.4761,66.8,5.0,10.4
565,33420,"Mineral Wells, TX Micro Area",28109,45067,25803,681,0.4722,57.3,7.6,13.8
566,33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3526149,73735,2807369,283177,0.4465,72.2,3.7,5.9
567,33500,"Minot, ND Micro Area",78122,64032,69366,2578,0.4253,73.7,2.0,4.9
568,33540,"Missoula, MT Metro Area",114231,49412,105007,435,0.4782,69.5,6.6,8.4
569,33580,"Mitchell, SD Micro Area",23157,50463,21542,275,0.4302,68.8,4.3,6.5
570,33620,"Moberly, MO Micro Area",24987,44754,22561,1442,0.4275,53.7,3.4,12.1
571,33660,"Mobile, AL Metro Area",414328,45802,245542,146423,0.4729,57.5,6.0,15.3
572,33700,"Modesto, CA Metro Area",535684,54260,400661,15121,0.4493,61.4,8.9,13.6
573,33740,"Monroe, LA Metro Area",178970,39904,109922,64360,0.5050,56.1,5.8,19.3
574,33780,"Monroe, MI Metro Area",149619,59479,141412,3442,0.4174,60.8,3.3,7.7
575,33860,"Montgomery, AL Metro Area",373507,49089,189729,165646,0.4711,59.9,4.5,14.6
576,33940,"Montrose, CO Micro Area",40908,44865,38287,173,0.4186,56.6,6.9,13.2
577,33980,"Morehead City, NC Micro Area",68699,51584,61382,3908,0.4590,58.2,6.3,9.4
578,34020,"Morgan City, LA Micro Area",52578,41345,31960,16362,0.4518,56.0,8.7,15.5
579,34060,"Morgantown, WV Metro Area",137475,48622,124777,5351,0.4972,58.1,4.5,10.4
580,34100,"Morristown, TN Metro Area",116352,43683,106259,3502,0.4541,56.4,5.0,12.9
581,34140,"Moscow, ID Micro Area",38697,43310,35798,279,0.4697,63.8,4.6,9.8
582,34180,"Moses Lake, WA Micro Area",93420,52382,64952,636,0.4219,62.2,4.7,11.4
583,34220,"Moultrie, GA Micro Area",45890,34503,29503,10413,0.4634,58.1,4.5,21.5
584,34260,"Mountain Home, AR Micro Area",41093,40072,39599,74,0.4450,48.7,5.6,8.6
585,34300,"Mountain Home, ID Micro Area",26232,45154,22773,771,0.4263,62.8,6.8,11.4
586,34340,"Mount Airy, NC Micro Area",72315,39071,66168,2703,0.4702,54.7,5.2,12.4
587,34380,"Mount Pleasant, MI Micro Area",70572,42771,62422,1816,0.4753,62.0,5.9,12.1
588,34420,"Mount Pleasant, TX Micro Area",32664,46980,23559,2990,0.4401,63.1,6.2,16.6
589,34460,"Mount Sterling, KY Micro Area",46120,40847,44035,919,0.4451,54.5,4.2,17.0
590,34500,"Mount Vernon, IL Micro Area",38358,46109,33597,3277,0.4601,56.7,6.7,13.9
591,34540,"Mount Vernon, OH Micro Area",60945,51211,58851,621,0.4062,62.3,3.2,10.2
592,34580,"Mount Vernon-Anacortes, WA Metro Area",121725,59263,101247,1022,0.4405,59.7,5.1,9.1
593,34620,"Muncie, IN Metro Area",115938,41208,102569,8463,0.4730,59.7,5.3,12.6
594,34660,"Murray, KY Micro Area",38616,39269,35266,1434,0.4871,57.1,4.9,14.0
595,34700,"Muscatine, IA Micro Area",42923,56398,39055,879,0.4256,67.4,2.5,9.4
596,34740,"Muskegon, MI Metro Area",172707,46077,139308,23426,0.4375,58.9,5.8,13.6
597,34780,"Muskogee, OK Micro Area",69471,41329,41045,7514,0.4683,53.3,6.1,17.1
598,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",432772,47732,353135,55604,0.4460,55.9,6.5,11.5
599,34860,"Nacogdoches, TX Micro Area",65411,41482,49852,11603,0.5081,59.9,7.3,17.2
600,34900,"Napa, CA Metro Area",141005,79637,102418,2998,0.4734,65.6,4.7,5.3
601,34940,"Naples-Immokalee-Marco Island, FL Metro Area",356774,62407,314272,25115,0.5237,53.1,5.4,8.4
602,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1830410,59365,1428705,278089,0.4660,67.8,3.5,9.2
603,35020,"Natchez, MS-LA Micro Area",51794,30285,25103,25108,0.5237,46.0,8.5,27.7
604,35060,"Natchitoches, LA Micro Area",39051,29001,21094,15975,0.5346,49.0,8.8,18.9
605,35100,"New Bern, NC Metro Area",125953,48041,88681,27501,0.4428,59.9,6.4,11.0
606,35140,"Newberry, SC Micro Area",37914,39600,23728,11982,0.4498,57.9,8.1,15.2
607,35220,"New Castle, IN Micro Area",48649,46131,46212,1118,0.4365,54.1,6.3,12.3
608,35260,"New Castle, PA Micro Area",88231,47188,82074,3151,0.4657,57.9,6.7,10.6
609,35300,"New Haven-Milford, CT Metro Area",862127,64872,641178,112152,0.4670,65.3,6.3,8.3
610,35380,"New Orleans-Metairie, LA Metro Area",1260660,50154,728761,441391,0.4999,62.8,5.9,13.5
611,35420,"New Philadelphia-Dover, OH Micro Area",92531,49460,89586,874,0.4236,62.0,2.8,10.4
612,35440,"Newport, OR Micro Area",47307,43291,41697,213,0.4445,50.5,5.0,12.4
613,35460,"Newport, TN Micro Area",35262,32027,33462,736,0.4754,54.5,4.5,21.3
614,35500,"Newton, IA Micro Area",36789,56363,35171,590,0.4027,62.0,3.2,5.9
615,35580,"New Ulm, MN Micro Area",25243,55764,24233,71,0.4187,68.1,0.3,7.2
616,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",20192042,72205,11768269,3455984,0.5134,64.6,6.4,10.6
617,35660,"Niles-Benton Harbor, MI Metro Area",154948,47132,121542,22829,0.4766,61.1,5.5,12.7
618,35700,"Nogales, AZ Micro Area",46358,39630,39955,236,0.4870,54.4,5.8,18.7
619,35740,"Norfolk, NE Micro Area",48257,51740,44976,621,0.4325,70.1,1.4,9.5
620,35820,"North Platte, NE Micro Area",36920,55832,35267,416,0.4302,64.2,2.2,9.2
621,35840,"North Port-Sarasota-Bradenton, FL Metro Area",768381,54473,680275,50492,0.4774,50.6,5.5,7.3
622,35860,"North Vernon, IN Micro Area",27840,48362,27040,380,0.3887,62.6,4.3,10.4
623,35900,"North Wilkesboro, NC Micro Area",68525,37173,62439,2893,0.4714,54.6,8.6,16.3
624,35940,"Norwalk, OH Micro Area",58497,49710,55212,931,0.4081,63.0,3.3,10.8
625,35980,"Norwich-New London, CT Metro Area",270772,69411,219757,15556,0.4425,67.6,5.7,7.3
626,36020,"Oak Harbor, WA Micro Area",80323,61516,68155,2631,0.4273,59.2,5.6,6.7
627,36100,"Ocala, FL Metro Area",343778,41964,281763,44237,0.4467,46.1,6.5,12.9
628,36140,"Ocean City, NJ Metro Area",94549,62332,86283,4298,0.4684,58.7,7.1,7.7
629,36220,"Odessa, TX Metro Area",155744,59528,128171,6858,0.4521,68.5,4.5,9.5
630,36260,"Ogden-Clearfield, UT Metro Area",642274,68558,578511,7260,0.3934,67.8,2.8,6.7
631,36300,"Ogdensburg-Massena, NY Micro Area",110817,48330,103065,2637,0.4430,53.4,7.5,13.7
632,36340,"Oil City, PA Micro Area",52880,46487,51252,484,0.4250,57.0,4.5,9.6
633,36380,"Okeechobee, FL Micro Area",40228,39059,34988,3392,0.4357,47.5,9.5,15.5
634,36420,"Oklahoma City, OK Metro Area",1353504,54946,1000790,138362,0.4624,65.2,4.0,10.3
635,36460,"Olean, NY Micro Area",78175,45571,71984,1303,0.4259,58.0,4.6,11.1
636,36500,"Olympia-Tumwater, WA Metro Area",269885,66113,221454,8038,0.4118,63.1,6.1,8.0
637,36540,"Omaha-Council Bluffs, NE-IA Metro Area",914190,62345,774046,69770,0.4418,70.9,3.1,7.6
638,36580,"Oneonta, NY Micro Area",60750,51254,56824,1226,0.4411,58.8,5.1,9.5
639,36620,"Ontario, OR-ID Micro Area",53260,43131,47250,396,0.4409,54.2,5.4,15.6
640,36660,"Opelousas, LA Micro Area",83580,32163,46962,34282,0.5085,51.2,5.0,24.2
641,36700,"Orangeburg, SC Micro Area",89116,34943,30370,55193,0.4896,53.8,5.6,17.9
642,36740,"Orlando-Kissimmee-Sanford, FL Metro Area",2390859,52261,1686516,391471,0.4671,63.9,5.6,11.6
643,36780,"Oshkosh-Neenah, WI Metro Area",169540,55128,156698,3602,0.4377,66.0,3.1,6.6
644,36820,"Oskaloosa, IA Micro Area",22301,50568,21256,343,0.4602,65.9,3.5,10.4
645,36830,"Othello, WA Micro Area",19261,48131,13496,113,0.4141,62.6,2.2,17.3
646,36840,"Ottawa, KS Micro Area",25599,53167,23769,388,0.4082,67.4,2.5,6.8
647,36860,"Ottawa-Peru, IL Micro Area",150541,54830,141118,3062,0.4258,62.4,4.9,9.6
648,36900,"Ottumwa, IA Micro Area",44155,44863,39789,1072,0.4381,61.9,5.6,13.0
649,36940,"Owatonna, MN Micro Area",36612,58882,33268,1196,0.4172,68.4,3.1,7.6
650,36980,"Owensboro, KY Metro Area",117319,48217,108151,4619,0.4497,60.8,4.3,12.0
651,37020,"Owosso, MI Micro Area",68617,50967,66409,269,0.4040,59.6,4.9,9.8
652,37060,"Oxford, MS Micro Area",52744,45019,37814,12579,0.5163,58.9,3.8,12.6
653,37080,"Oxford, NC Micro Area",58503,52089,35732,18161,0.4162,57.5,4.3,10.4
654,37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",847834,81972,677010,14805,0.4478,66.1,5.5,7.1
655,37120,"Ozark, AL Micro Area",49393,44711,36202,9606,0.4561,57.5,6.7,15.5
656,37140,"Paducah, KY-IL Micro Area",97319,42917,85613,8471,0.5024,56.4,3.7,13.5
657,37220,"Pahrump, NV Micro Area",43296,44225,35881,1340,0.4123,44.6,10.5,12.0
658,37260,"Palatka, FL Micro Area",72435,33619,57620,11799,0.4637,47.8,9.5,20.5
659,37300,"Palestine, TX Micro Area",57747,42313,42316,12083,0.4373,41.8,1.5,11.9
660,37340,"Palm Bay-Melbourne-Titusville, FL Metro Area",568183,51536,470794,57728,0.4548,54.7,6.6,9.4
661,37420,"Pampa, TX Micro Area",22962,48314,19520,1039,0.4391,56.7,4.8,12.3
662,37460,"Panama City, FL Metro Area",196135,49863,159991,22545,0.4506,59.6,5.3,10.8
663,37500,"Paragould, AR Micro Area",44197,45566,42279,461,0.4147,59.2,5.1,11.5
664,37540,"Paris, TN Micro Area",32263,40415,28844,2889,0.4656,51.9,5.8,14.2
665,37580,"Paris, TX Micro Area",49401,42198,40097,6139,0.4721,57.6,3.0,13.2
666,37620,"Parkersburg-Vienna, WV Metro Area",91816,45066,88463,1048,0.4616,55.6,5.5,13.1
667,37660,"Parsons, KS Micro Area",20553,45706,18279,792,0.4111,61.8,3.5,12.7
668,37740,"Payson, AZ Micro Area",53145,41179,41211,300,0.4442,47.5,9.8,15.1
669,37780,"Pecos, TX Micro Area",14791,49390,11518,721,0.4420,47.2,13.4,12.1
670,37800,"Pella, IA Micro Area",33127,57917,31710,198,0.3960,67.9,4.3,6.6
671,37860,"Pensacola-Ferry Pass-Brent, FL Metro Area",476702,51926,354927,77149,0.4362,60.3,4.7,8.9
672,37900,"Peoria, IL Metro Area",377258,57301,319879,34655,0.4464,62.9,5.2,8.4
673,37940,"Peru, IN Micro Area",36035,46666,32758,1833,0.4251,57.1,3.4,10.1
674,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",6065644,66285,4083283,1270826,0.4849,65.0,6.4,8.9
675,38060,"Phoenix-Mesa-Scottsdale, AZ Metro Area",4561038,57935,3567763,240636,0.4659,62.2,5.0,11.4
676,38100,"Picayune, MS Micro Area",55049,44734,46332,7094,0.4315,53.5,6.5,13.9
677,38180,"Pierre, SD Micro Area",21956,60097,18694,86,0.4221,70.2,0.2,5.0
678,38220,"Pine Bluff, AR Metro Area",93590,38547,45405,45495,0.4604,49.3,7.4,17.6
679,38240,"Pinehurst-Southern Pines, NC Micro Area",94191,54468,77904,11811,0.4655,56.5,4.3,8.4
680,38260,"Pittsburg, KS Micro Area",39099,38017,35822,981,0.4647,61.9,4.2,13.4
681,38300,"Pittsburgh, PA Metro Area",2348143,56073,2041125,191188,0.4691,62.8,4.9,8.0
682,38340,"Pittsfield, MA Metro Area",127751,55190,116402,3497,0.4640,63.3,7.0,8.2
683,38380,"Plainview, TX Micro Area",34527,46012,29583,1695,0.4128,58.7,4.7,15.0
684,38420,"Platteville, WI Micro Area",51742,50522,49909,678,0.4110,65.0,1.8,8.1
685,38460,"Plattsburgh, NY Micro Area",81224,52759,73947,3448,0.4273,56.2,3.0,11.0
686,38500,"Plymouth, IN Micro Area",46752,51869,43191,331,0.4176,63.4,6.3,8.5
687,38540,"Pocatello, ID Metro Area",84113,47390,75606,533,0.4519,61.7,5.3,12.0
688,38580,"Point Pleasant, WV-OH Micro Area",57203,40516,54858,937,0.4402,49.2,8.0,16.2
689,38620,"Ponca City, OK Micro Area",45173,44067,35606,895,0.4415,59.1,6.3,12.8
690,38660,"Ponce, PR Metro Area",316625,16736,227600,15465,0.5536,40.7,17.6,48.5
691,38700,"Pontiac, IL Micro Area",36812,54339,34170,1499,0.4354,57.3,3.9,9.2
692,38740,"Poplar Bluff, MO Micro Area",42826,37878,38836,2305,0.4707,55.2,4.4,16.5
693,38780,"Portales, NM Micro Area",19313,35928,13964,623,0.4791,59.5,5.0,22.0
694,38820,"Port Angeles, WA Micro Area",73439,48002,64665,847,0.4438,49.7,7.5,10.8
695,38840,"Port Clinton, OH Micro Area",40769,56193,38928,445,0.4257,59.8,2.7,6.5
696,38860,"Portland-South Portland, ME Metro Area",525776,63992,493190,10298,0.4510,67.6,4.3,6.3
697,38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",2382037,66657,1944930,67881,0.4508,66.6,5.6,8.0
698,38920,"Port Lavaca, TX Micro Area",21821,58788,18887,580,0.4139,60.9,3.3,10.0
699,38940,"Port St. Lucie, FL Metro Area",454482,50045,356227,67530,0.4898,53.4,5.2,10.3
700,39020,"Portsmouth, OH Micro Area",76871,38978,72541,2230,0.4914,49.3,4.8,17.8
701,39060,"Pottsville, PA Micro Area",144287,47642,135378,4052,0.4214,56.7,5.3,9.1
702,39140,"Prescott, AZ Metro Area",220972,48259,203251,1169,0.4447,48.1,5.2,9.4
703,39220,"Price, UT Micro Area",20512,46994,19005,136,0.4241,60.3,4.3,12.0
704,39260,"Prineville, OR Micro Area",21717,41777,20118,101,0.4277,53.3,5.2,10.0
705,39300,"Providence-Warwick, RI-MA Metro Area",1613154,61536,1330123,89671,0.4685,65.4,5.8,9.5
706,39340,"Provo-Orem, UT Metro Area",587190,66742,540416,3458,0.4158,67.9,3.2,8.5
707,39380,"Pueblo, CO Metro Area",163368,42386,126971,3620,0.4535,56.3,8.3,14.9
708,39420,"Pullman, WA Micro Area",47794,41574,39591,979,0.4936,58.8,4.8,11.0
709,39460,"Punta Gorda, FL Metro Area",173236,46511,156037,9840,0.4572,42.1,8.5,8.3
710,39500,"Quincy, IL-MO Micro Area",76865,48302,71734,2986,0.4447,63.6,4.5,9.5
711,39540,"Racine, WI Metro Area",195101,58334,156503,21450,0.4297,64.5,4.2,8.7
712,39580,"Raleigh, NC Metro Area",1273985,68870,868609,253708,0.4459,69.3,5.2,7.8
713,39660,"Rapid City, SD Metro Area",143711,52683,122264,1820,0.4377,67.7,3.4,9.2
714,39700,"Raymondville, TX Micro Area",21839,29104,20950,159,0.5046,44.2,9.7,34.5
715,39740,"Reading, PA Metro Area",415500,59580,344016,21089,0.4383,65.3,5.2,9.7
716,39780,"Red Bluff, CA Micro Area",63247,42512,54371,379,0.4513,53.4,9.1,13.8
717,39820,"Redding, CA Metro Area",178919,47258,155538,2007,0.4634,53.5,5.2,11.5
718,39860,"Red Wing, MN Micro Area",46138,62431,43621,477,0.4332,67.6,2.9,7.0
719,39900,"Reno, NV Metro Area",449442,58654,358354,10131,0.4620,65.7,5.7,8.4
720,39940,"Rexburg, ID Micro Area",51130,39506,47908,277,0.4719,63.0,5.0,23.7
721,39980,"Richmond, IN Micro Area",66972,41813,60305,3438,0.4753,57.7,4.6,13.5
722,40060,"Richmond, VA Metro Area",1270158,63599,782567,378243,0.4568,66.4,5.2,8.4
723,40080,"Richmond-Berea, KY Micro Area",105191,44778,97520,3877,0.4573,60.7,7.4,14.8
724,40100,"Rio Grande City, TX Micro Area",63420,27133,60326,33,0.5023,56.3,9.1,32.7
725,40140,"Riverside-San Bernardino-Ontario, CA Metro Area",4476222,59173,2763173,327634,0.4478,60.3,7.6,13.2
726,40180,"Riverton, WY Micro Area",40354,55013,29564,218,0.4256,63.7,5.2,8.8
727,40220,"Roanoke, VA Metro Area",313069,52609,254427,41122,0.4523,61.6,4.8,9.5
728,40260,"Roanoke Rapids, NC Micro Area",72726,33558,29151,39273,0.4804,49.8,7.9,20.7
729,40300,"Rochelle, IL Micro Area",51619,57655,48723,565,0.4184,64.2,4.8,7.5
730,40340,"Rochester, MN Metro Area",214485,69003,189481,8833,0.4398,71.0,3.1,5.4
731,40380,"Rochester, NY Metro Area",1080653,55256,876258,124259,0.4562,63.6,5.3,10.0
732,40420,"Rockford, IL Metro Area",341150,52360,273888,37476,0.4497,64.9,7.9,10.8
733,40460,"Rockingham, NC Micro Area",45447,33607,28524,14176,0.4783,54.2,6.6,21.2
734,40540,"Rock Springs, WY Micro Area",44527,71083,41349,362,0.4108,71.1,2.7,10.5
735,40580,"Rocky Mount, NC Metro Area",148157,41593,70796,67918,0.4736,59.3,6.0,14.4
736,40620,"Rolla, MO Micro Area",44873,41681,40823,1223,0.4885,56.2,1.6,12.3
737,40660,"Rome, GA Metro Area",96471,46096,75642,13977,0.4635,58.9,5.2,14.0
738,40700,"Roseburg, OR Micro Area",107576,44023,99558,450,0.4443,50.4,7.6,12.1
739,40740,"Roswell, NM Micro Area",65454,42177,54212,1093,0.4621,57.0,3.6,16.7
740,40760,"Ruidoso, NM Micro Area",19497,42145,17796,121,0.4893,45.5,2.8,10.4
741,40780,"Russellville, AR Micro Area",84973,40351,75224,2388,0.4592,57.4,6.9,14.6
742,40820,"Ruston, LA Micro Area",47536,34424,25588,19322,0.5442,59.6,7.6,19.1
743,40860,"Rutland, VT Micro Area",59676,52635,57665,473,0.4286,62.9,3.3,7.3
744,40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2268005,64407,1492512,160271,0.4640,61.5,7.5,10.6
745,40940,"Safford, AZ Micro Area",37700,48173,29782,750,0.4149,49.5,6.3,16.1
746,40980,"Saginaw, MI Metro Area",193803,45034,145477,35902,0.4655,57.2,5.8,12.6
747,41060,"St. Cloud, MN Metro Area",194660,58335,175705,8985,0.4287,72.2,3.2,7.6
748,41100,"St. George, UT Metro Area",155577,55175,140936,1066,0.4381,56.6,5.2,10.0
749,41140,"St. Joseph, MO-KS Metro Area",127137,49568,113476,6795,0.4373,60.6,4.7,11.6
750,41180,"St. Louis, MO-IL Metro Area",2804998,59046,2135251,513403,0.4662,65.6,5.3,8.8
751,41220,"St. Marys, GA Micro Area",52252,53687,38499,9691,0.4329,64.8,5.6,11.0
752,41260,"St. Marys, PA Micro Area",30781,49876,30230,157,0.4097,62.6,1.8,7.2
753,41400,"Salem, OH Micro Area",104584,45498,99332,2349,0.4461,58.0,4.9,11.1
754,41420,"Salem, OR Metro Area",410119,54304,342634,4627,0.4248,61.1,5.3,10.9
755,41460,"Salina, KS Micro Area",61291,49897,53960,1757,0.4480,66.8,2.7,8.3
756,41500,"Salinas, CA Metro Area",433168,63249,281181,11278,0.4595,60.4,4.1,11.1
757,41540,"Salisbury, MD-DE Metro Area",394925,56283,301910,70232,0.4518,58.2,5.5,9.0
758,41620,"Salt Lake City, UT Metro Area",1170057,67838,944043,19419,0.4322,71.1,2.9,7.1
759,41660,"San Angelo, TX Metro Area",118498,49838,100676,5102,0.4690,63.5,4.5,8.5
760,41700,"San Antonio-New Braunfels, TX Metro Area",2377507,56495,1917756,159667,0.4599,64.0,5.0,11.7
761,41740,"San Diego-Carlsbad, CA Metro Area",3283665,70588,2325434,164571,0.4666,65.4,6.2,9.5
762,41760,"Sandpoint, ID Micro Area",41855,45607,39878,82,0.4565,52.2,3.5,8.6
763,41780,"Sandusky, OH Micro Area",75369,51033,64861,6389,0.4500,62.1,4.5,9.4
764,41820,"Sanford, NC Micro Area",59805,49272,43207,11408,0.4390,63.4,6.9,12.5
765,41860,"San Francisco-Oakland-Hayward, CA Metro Area",4641820,92714,2363171,346781,0.4884,67.1,6.1,6.4
766,41900,"San Germán, PR Metro Area",130166,15424,74279,2786,0.5326,34.0,14.2,48.8
767,41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1969897,105809,917766,48756,0.4637,67.4,5.8,5.7
768,41980,"San Juan-Carolina-Caguas, PR Metro Area",2193264,22288,1523290,258112,0.5475,47.7,13.8,37.1
769,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",280119,67175,240584,5393,0.4518,58.5,3.8,6.6
770,42100,"Santa Cruz-Watsonville, CA Metro Area",273263,73663,211116,2424,0.4784,63.8,4.8,8.4
771,42140,"Santa Fe, NM Metro Area",147514,57945,122270,1118,0.4849,60.1,3.9,10.0
772,42180,"Santa Isabel, PR Micro Area",22475,16816,12539,6295,0.5418,45.7,9.5,48.6
773,42200,"Santa Maria-Santa Barbara, CA Metro Area",442996,68023,330827,8307,0.4826,64.4,5.7,9.4
774,42220,"Santa Rosa, CA Metro Area",500943,71769,377401,7848,0.4584,64.7,5.0,6.5
775,42300,"Sault Ste. Marie, MI Micro Area",38023,44030,27057,2493,0.4409,52.3,7.7,11.6
776,42340,"Savannah, GA Metro Area",377476,55021,225026,126420,0.4609,65.2,5.9,11.8
777,42380,"Sayre, PA Micro Area",61546,50900,59678,362,0.4348,57.1,4.2,8.1
778,42420,"Scottsbluff, NE Micro Area",38493,48063,35602,286,0.4466,65.5,4.6,9.3
779,42460,"Scottsboro, AL Micro Area",52326,39281,47628,1699,0.4537,51.7,4.3,15.5
780,42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",557942,49239,506084,19975,0.4527,60.1,4.9,10.9
781,42620,"Searcy, AR Micro Area",78706,44074,71712,3200,0.4668,55.7,2.2,12.1
782,42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3735216,77269,2622692,208555,0.4545,68.1,4.9,6.7
783,42680,"Sebastian-Vero Beach, FL Metro Area",147981,49009,127295,13447,0.5189,48.7,6.7,7.2
784,42700,"Sebring, FL Metro Area",100177,36374,81422,9470,0.4758,42.7,9.1,12.8
785,42740,"Sedalia, MO Micro Area",42309,43097,38382,1203,0.4444,60.7,2.5,13.2
786,42780,"Selinsgrove, PA Micro Area",40570,54182,39197,361,0.4073,63.4,2.5,8.6
787,42820,"Selma, AL Micro Area",40755,30065,11497,28677,0.4974,52.8,9.7,25.7
788,42860,"Seneca, SC Micro Area",75926,43978,66794,5449,0.4805,53.7,3.7,12.8
789,42900,"Seneca Falls, NY Micro Area",34843,51601,31933,1717,0.4297,56.9,4.4,7.1
790,42940,"Sevierville, TN Micro Area",95523,44473,90116,662,0.4305,63.1,4.5,10.6
791,42980,"Seymour, IN Micro Area",43779,49080,40264,472,0.4003,62.6,4.3,11.5
792,43020,"Shawano, WI Micro Area",45642,50679,37227,141,0.4180,62.3,3.7,10.0
793,43060,"Shawnee, OK Micro Area",71614,46159,54468,2283,0.4394,56.5,5.7,12.1
794,43100,"Sheboygan, WI Metro Area",115094,56114,102914,1880,0.4079,67.7,3.5,5.5
795,43140,"Shelby, NC Micro Area",97038,40002,72981,20197,0.4676,57.6,7.0,15.7
796,43180,"Shelbyville, TN Micro Area",46854,47117,39425,3176,0.4527,63.1,3.5,13.0
797,43220,"Shelton, WA Micro Area",61569,53087,51865,949,0.4280,49.4,4.9,10.4
798,43260,"Sheridan, WY Micro Area",29964,56455,28275,299,0.4221,62.9,2.7,3.9
799,43300,"Sherman-Denison, TX Metro Area",126146,52683,109796,7055,0.4449,61.9,6.0,10.8
800,43320,"Show Low, AZ Micro Area",107902,38798,51648,889,0.4773,48.8,13.2,23.7
801,43340,"Shreveport-Bossier City, LA Metro Area",443974,42572,250133,173216,0.4987,59.0,5.6,16.8
802,43380,"Sidney, OH Micro Area",48902,57673,46103,1384,0.4207,68.1,3.6,6.8
803,43420,"Sierra Vista-Douglas, AZ Metro Area",126516,47847,106782,4786,0.4449,49.9,6.0,14.3
804,43460,"Sikeston, MO Micro Area",38858,41628,33192,4441,0.4624,59.6,4.3,15.4
805,43500,"Silver City, NM Micro Area",28382,40470,26516,277,0.4580,50.4,4.6,16.0
806,43580,"Sioux City, IA-NE-SD Metro Area",168647,54474,146432,4441,0.4324,69.4,2.5,9.5
807,43620,"Sioux Falls, SD Metro Area",250564,62047,222150,9482,0.4330,75.0,2.9,6.3
808,43660,"Snyder, TX Micro Area",17346,54565,15251,784,0.4141,53.0,3.0,7.5
809,43700,"Somerset, KY Micro Area",63974,35022,61416,632,0.5015,53.1,7.1,19.2
810,43740,"Somerset, PA Micro Area",75619,46132,72098,2080,0.4250,55.1,4.2,9.3
811,43760,"Sonora, CA Micro Area",53899,54325,47181,975,0.4755,48.1,7.1,9.4
812,43780,"South Bend-Mishawaka, IN-MI Metro Area",320010,48681,257969,37304,0.4662,63.0,4.7,12.1
813,43900,"Spartanburg, SC Metro Area",325504,46431,236581,69648,0.4570,61.0,5.1,12.2
814,43940,"Spearfish, SD Micro Area",25018,49275,23329,239,0.4337,64.4,2.9,7.1
815,43980,"Spencer, IA Micro Area",16387,48978,15733,77,0.4373,65.5,1.7,9.1
816,44020,"Spirit Lake, IA Micro Area",17000,59889,16535,91,0.4328,66.7,2.8,5.0
817,44060,"Spokane-Spokane Valley, WA Metro Area",547688,51709,485599,8577,0.4527,59.5,5.7,9.6
818,44100,"Springfield, IL Metro Area",210550,58956,174866,25336,0.4590,64.8,6.4,10.9
819,44140,"Springfield, MA Metro Area",630385,55306,519110,45717,0.4677,62.7,5.7,11.9
820,44180,"Springfield, MO Metro Area",455133,45326,420322,10592,0.4486,61.8,4.4,11.1
821,44220,"Springfield, OH Metro Area",135520,46275,117327,11061,0.4422,60.6,5.8,12.1
822,44260,"Starkville, MS Micro Area",49392,37348,28496,18328,0.5377,55.3,5.7,16.1
823,44300,"State College, PA Metro Area",160646,56466,140986,6397,0.4651,57.6,2.9,6.0
824,44340,"Statesboro, GA Micro Area",73742,39305,48415,21113,0.4907,59.7,5.0,18.6
825,44420,"Staunton-Waynesboro, VA Metro Area",120283,54427,107167,8660,0.4415,60.0,3.6,8.0
826,44460,"Steamboat Springs, CO Micro Area",24359,67472,23078,193,0.4684,73.7,2.0,6.3
827,44500,"Stephenville, TX Micro Area",41016,47013,37586,690,0.4849,59.7,4.0,12.3
828,44540,"Sterling, CO Micro Area",21885,44876,20097,254,0.4513,62.3,1.6,10.5
829,44580,"Sterling, IL Micro Area",56823,51969,53013,980,0.4309,62.2,3.5,7.7
830,44620,"Stevens Point, WI Micro Area",70371,54620,65850,504,0.4294,67.3,4.1,5.8
831,44660,"Stillwater, OK Micro Area",80634,39149,65396,3227,0.5271,57.3,3.0,14.4
